area_type,availability,location,total_sqft,bath,balcony,price,bhk_size,price_per_sqft
Built-up  Area,Ready To Move,Sarjapur  Road,1300.0,2.0,2.0,7000000.0,3,5384.615384615385
Super built-up  Area,Ready To Move,Electronic City,1100.0,2.0,2.0,4500000.0,2,4090.909090909091
Super built-up  Area,Ready To Move,Doddathoguru,1030.0,2.0,2.0,4200000.0,2,4077.669902912621
Super built-up  Area,Ready To Move,Vittasandra,2105.0,2.0,1.0,7020000.0,2,3334.916864608076
Built-up  Area,Ready To Move,Bhoganhalli,1700.0,3.0,2.0,12600000.0,3,7411.764705882353
Super built-up  Area,Ready To Move,Jakkur,1760.0,3.0,2.0,13900000.0,3,7897.727272727273
Built-up  Area,Ready To Move,Kadugodi,6200.0,9.0,0.0,20000000.0,9,3225.8064516129034
Built-up  Area,Ready To Move,1st Stage Indira Nagar,1400.0,2.0,1.0,6700000.0,2,4785.714285714285
Super built-up  Area,Ready To Move,Srigandada Kaval,1200.0,2.0,0.0,5300000.0,2,4416.666666666667
Built-up  Area,Ready To Move,Bannerghatta Road,912.0,2.0,1.0,5500000.0,2,6030.701754385965
Super built-up  Area,Ready To Move,Whitefield,1102.0,2.0,1.0,4800000.0,2,4355.716878402904
Super built-up  Area,Ready To Move,Channasandra Layout,1535.0,3.0,1.0,5500000.0,3,3583.061889250814
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,4600000.0,2,3700.7240547063557
Super built-up  Area,Ready To Move,Jigani,918.0,2.0,2.0,6320000.0,2,6884.531590413943
Super built-up  Area,Ready To Move,Begur Road,1500.0,2.0,3.0,7000000.0,3,4666.666666666667
Plot  Area,Ready To Move,Mathikere Extension,3000.0,3.0,0.0,25000000.0,3,8333.333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,1476.0,3.0,0.0,8900000.0,3,6029.810298102981
Super built-up  Area,18-Apr,Mysore Road,1200.0,2.0,3.0,6500000.0,2,5416.666666666667
Super built-up  Area,21-Jun,Vijayanagar,606.0,1.0,0.0,3478000.0,1,5739.273927392739
Super built-up  Area,Ready To Move,Viswajit Layout,1100.0,2.0,3.0,6100000.0,2,5545.454545454545
Super built-up  Area,Ready To Move,Garudachar Palya,1295.0,2.0,1.0,5950000.0,3,4594.594594594595
Built-up  Area,Ready To Move,Neeladri Nagar,527.0,1.0,0.0,2600000.0,1,4933.586337760911
Super built-up  Area,Ready To Move,OMBR Layout,1300.0,2.0,2.0,8000000.0,2,6153.846153846154
Plot  Area,Ready To Move,Bommanahalli,680.0,4.0,1.0,6800000.0,3,10000.0
Plot  Area,Ready To Move,Adityanagar,1260.0,1.0,0.0,4100000.0,1,3253.968253968254
Built-up  Area,Ready To Move,Koramangala,1140.0,2.0,1.0,7520000.0,2,6596.491228070176
Plot  Area,Ready To Move,BDS Layout,1500.0,1.0,0.0,3750000.0,1,2500.0
Super built-up  Area,18-Dec,Whitefield,2321.0,4.0,1.0,12800000.0,3,5514.864282636794
Super built-up  Area,Ready To Move,Sarjapur  Road,1390.0,2.0,2.0,6200000.0,2,4460.431654676259
Super built-up  Area,Ready To Move,Sarjapur  Road,1725.0,3.0,3.0,9000000.0,3,5217.391304347826
Super built-up  Area,18-May,Hebbal,3067.0,4.0,1.0,31000000.0,4,10107.597000326052
Super built-up  Area,18-Mar,Hennur Road,1186.0,2.0,1.0,6300000.0,3,5311.973018549747
Super built-up  Area,18-Dec,Kanakpura Road,1230.0,2.0,1.0,8500000.0,2,6910.569105691057
Built-up  Area,Ready To Move, Mysore Highway,600.0,1.0,1.0,1700000.0,1,2833.3333333333335
Super built-up  Area,18-Dec,Yeshwanthpur,1313.0,3.0,1.0,9600000.0,3,7311.500380807312
Super built-up  Area,Ready To Move,Ambalipura,1250.0,2.0,2.0,6625000.0,2,5300.0
Plot  Area,Ready To Move,HBR Layout,1200.0,6.0,3.0,28000000.0,9,23333.333333333332
Super built-up  Area,19-Dec,Binny Pete,660.0,1.0,1.0,5400000.0,1,8181.818181818182
Super built-up  Area,Ready To Move,Basavangudi,1036.0,2.0,2.0,10500000.0,2,10135.135135135135
Built-up  Area,Ready To Move,Koramangala,2700.0,4.0,3.0,45000000.0,4,16666.666666666668
Super built-up  Area,Ready To Move,Old Madras Road,1100.0,2.0,1.0,7000000.0,2,6363.636363636364
Plot  Area,Immediate Possession,Devanahalli,1950.0,3.0,2.0,4680000.0,2,2400.0
Plot  Area,Ready To Move,BTM 2nd Stage,1500.0,2.0,1.0,45000000.0,4,30000.0
Plot  Area,Ready To Move,Singasandra,525.0,5.0,2.0,5600000.0,4,10666.666666666666
Built-up  Area,Ready To Move,Electronics City Phase 1,1015.0,2.0,1.0,5600000.0,2,5517.241379310345
Plot  Area,Ready To Move,Gottigere,812.0,1.0,0.0,2600000.0,1,3201.9704433497536
Built-up  Area,Ready To Move,Narayana Nagar 1st Block,1360.0,2.0,2.0,6500000.0,3,4779.411764705882
Super built-up  Area,Ready To Move,Nehru Nagar,2167.0,3.0,3.0,17000000.0,3,7844.946931241348
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1200.0,2.0,1.0,3500000.0,2,2916.6666666666665
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,1165.0,2.0,2.0,7500000.0,2,6437.768240343347
Super built-up  Area,Ready To Move,BTM 2nd Stage,1274.0,2.0,2.0,7000000.0,2,5494.505494505494
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151.0,2.0,2.0,3902000.0000000005,2,3390.095569070374
Plot  Area,Ready To Move,Vidyaranyapura,1060.0,6.0,3.0,11000000.0,6,10377.358490566037
Super built-up  Area,Ready To Move,Thubarahalli,1626.0,2.0,2.0,12000000.0,3,7380.073800738008
Super built-up  Area,Ready To Move,Banashankari Stage V,1035.0,2.0,2.0,3577000.0000000005,2,3456.038647342996
Plot  Area,Ready To Move,Shanthi Layout,1272.0,4.0,0.0,7500000.0,3,5896.226415094339
Built-up  Area,Ready To Move,Jeevan bima nagar,965.0,2.0,1.0,4500000.0,2,4663.21243523316
Plot  Area,Ready To Move,Esther Enclave Layout,1600.0,5.0,2.0,14000000.0,5,8750.0
Super built-up  Area,Ready To Move,Kothannur,1070.0,2.0,1.0,4279000.0,2,3999.0654205607475
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1570.0,2.0,2.0,6500000.0,3,4140.127388535032
Built-up  Area,Ready To Move,Volagerekallahalli,1569.6,2.0,2.0,3800000.0,2,2420.998980632008
Super built-up  Area,Ready To Move,Keerthi Layout,780.0,2.0,2.0,2500000.0,2,3205.128205128205
Super built-up  Area,Ready To Move,Ganga Nagar Extension,1000.0,2.0,1.0,6500000.0,3,6500.0
Plot  Area,Ready To Move,9th Phase JP Nagar,1200.0,3.0,2.0,18800000.0,4,15666.666666666666
Built-up  Area,Ready To Move,Tindlu,7500.0,7.0,2.0,40000000.0,7,5333.333333333333
Built-up  Area,Ready To Move,5th Phase JP Nagar,1700.0,2.0,3.0,10000000.0,3,5882.35294117647
Super built-up  Area,Ready To Move,Haralur Road,1850.0,3.0,2.0,11000000.0,3,5945.945945945946
Built-up  Area,Ready To Move,Kereguddadahalli,904.0,2.0,1.0,3000000.0,2,3318.5840707964603
Super built-up  Area,Ready To Move,Shikaripalya,1121.0,2.0,1.0,4372000.0,2,3900.0892060660126
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1385.0,2.0,2.0,5817000.0,3,4200.0
Super built-up  Area,Ready To Move,Sahakara Nagar,1270.0,2.0,1.0,6984999.999999999,2,5499.999999999999
Super built-up  Area,Ready To Move,Kanakpura Road,1450.0,3.0,3.0,5600000.0,3,3862.0689655172414
Plot  Area,Ready To Move,Huttanahalli,2400.0,4.0,2.0,32500000.0,3,13541.666666666666
Super built-up  Area,Ready To Move,Mahadevpura,730.0,1.0,1.0,3500000.0,1,4794.520547945205
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1580.0,3.0,3.0,5356000.0,3,3389.8734177215188
Super built-up  Area,Ready To Move,Thanisandra,1111.0,2.0,1.0,5000000.0,2,4500.450045004501
Plot  Area,Ready To Move,Kengeri,1125.0,2.0,1.0,8800000.0,4,7822.222222222223
Super built-up  Area,Ready To Move,Varthur,977.0,2.0,2.0,3600000.0,2,3684.74923234391
Super built-up  Area,18-Dec,Gunjur Palya,674.0,1.0,1.0,1989999.9999999998,2,2952.522255192878
Plot  Area,18-Apr,Nagarbhavi,600.0,3.0,1.0,8300000.0,3,13833.333333333334
Plot  Area,Ready To Move,Sarjapur,2540.0,4.0,1.0,11500000.0,4,4527.55905511811
Super built-up  Area,17-Dec,Jakkur,1290.0,2.0,1.0,10000000.0,2,7751.937984496124
Plot  Area,Ready To Move,Kumaraswami Layout,600.0,3.0,1.0,9800000.0,3,16333.333333333334
Super built-up  Area,Ready To Move,Abbigere,795.0,2.0,1.0,3254000.0,2,4093.0817610062895
Super built-up  Area,20-Dec,Kanakpura Road,700.0,1.0,1.0,3500000.0,2,5000.0
Built-up  Area,Ready To Move,Ambedkar Colony,1463.0,1.0,1.0,14200000.0,2,9706.083390293916
Built-up  Area,Ready To Move,Vijayanagar,1000.0,3.0,0.0,14000000.0,3,14000.0
Super built-up  Area,Ready To Move,Reliable Woods Layout,1306.0,2.0,2.0,5800000.0,3,4441.04134762634
Super built-up  Area,Ready To Move,4th T block Jayanagar,2401.0,3.0,2.0,18500000.0,3,7705.12286547272
Plot  Area,Ready To Move,Bommenahalli,1670.0,3.0,0.0,13500000.0,4,8083.832335329342
Built-up  Area,Ready To Move,Jayanagar,1875.0,2.0,3.0,23500000.0,3,12533.333333333334
Plot  Area,Ready To Move,Marsur,1200.0,3.0,1.0,9000000.0,3,7500.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,1804.0,3.0,2.0,12100000.0,3,6707.317073170731
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2065.0,4.0,1.0,21000000.0,3,10169.49152542373
Super built-up  Area,Ready To Move,Hoskote,1225.0,3.0,1.0,4000000.0,3,3265.3061224489797
Super built-up  Area,18-Nov,Thanisandra,1185.5,2.0,0.0,5868000.0,2,4949.810206663855
Super built-up  Area,Ready To Move,Bellandur,900.0,2.0,2.0,5600000.0,2,6222.222222222223
Super built-up  Area,19-Dec,Binny Pete,1350.0,2.0,1.0,9100000.0,2,6740.740740740741
Super built-up  Area,Ready To Move,Kaggalipura,700.0,1.0,0.0,3600000.0,1,5142.857142857143
Super built-up  Area,18-Jun,Mysore Road,1005.0,2.0,0.0,3517499.9999999995,2,3499.9999999999995
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1160.0,2.0,1.0,4639000.0,2,3999.137931034483
Super built-up  Area,Ready To Move,Hennur Road,1680.0,3.0,2.0,9927000.0,3,5908.928571428572
Carpet  Area,Ready To Move,LB Shastri Nagar,1043.0,2.0,2.0,5500000.0,2,5273.250239693192
Plot  Area,Ready To Move,Hoskote,1200.0,4.0,1.0,12000000.0,4,10000.0
Super built-up  Area,Ready To Move,Hebbal,1040.0,2.0,2.0,4600000.0,2,4423.076923076923
Super built-up  Area,Ready To Move,Tindlu,1357.0,2.0,2.0,6500000.0,3,4789.977892409727
Plot  Area,Ready To Move,Nayandanahalli,1600.0,7.0,1.0,10400000.0,7,6500.0
Super built-up  Area,18-Aug,Vibhutipura Extension,1225.0,2.0,2.0,4700000.0,2,3836.734693877551
Plot  Area,Ready To Move,Sunkadakatte,1500.0,6.0,1.0,8000000.0,9,5333.333333333333
Super built-up  Area,Ready To Move,Yelachenahalli,1130.0,2.0,2.0,4000000.0,2,3539.8230088495575
Built-up  Area,Ready To Move,Basavangudi,2500.0,4.0,1.0,15000000.0,4,6000.0
Carpet  Area,Ready To Move,Sultan Palaya,1700.0,3.0,3.0,12000000.0,3,7058.823529411765
Super built-up  Area,Ready To Move,Doddathoguru,1549.0,3.0,2.0,6500000.0,3,4196.255648805681
Super built-up  Area,Ready To Move,Yeshwanthpur,1400.0,2.0,2.0,10000000.0,2,7142.857142857143
Super built-up  Area,Ready To Move,Dodda Nekkundi,1080.0,2.0,2.0,5000000.0,2,4629.62962962963
Built-up  Area,Ready To Move,Ulsoor,1180.0,2.0,2.0,10000000.0,2,8474.57627118644
Plot  Area,Ready To Move,Chandra Layout,780.0,7.0,3.0,15000000.0,7,19230.76923076923
Super built-up  Area,Ready To Move,Domlur,1800.0,3.0,2.0,15000000.0,3,8333.333333333334
Super built-up  Area,18-Aug,Haralur Road,1225.0,2.0,1.0,6738000.0,2,5500.408163265306
Built-up  Area,Ready To Move,Chandra Layout,890.0,1.0,1.0,7500000.0,1,8426.966292134832
Super built-up  Area,Ready To Move,Abbigere,1005.0,2.0,1.0,3959000.0000000005,2,3939.303482587065
Super built-up  Area,Ready To Move,Whitefield,1320.0,2.0,1.0,9500000.0,2,7196.969696969697
Built-up  Area,Ready To Move,Anandapura,1475.0,2.0,1.0,5000000.0,4,3389.830508474576
Super built-up  Area,18-Dec,Kudlu Gate,1707.0,3.0,2.0,9974500.0,3,5843.2923257176335
Super built-up  Area,Ready To Move,Hagadur,1110.0,2.0,2.0,5100000.0,2,4594.594594594595
Plot  Area,18-Apr,Popular Colony,1300.0,2.0,0.0,5400000.0,2,4153.846153846154
Plot  Area,Ready To Move,Vajarahalli,600.0,3.0,1.0,8600000.0,5,14333.333333333334
Super built-up  Area,18-Aug,Electronic City,1128.0,2.0,1.0,6534999.999999999,2,5793.439716312056
Super built-up  Area,22-May,Jakkur,1452.19,2.0,1.0,10000000.0,2,6886.151261198604
Plot  Area,Ready To Move,8th block Koramangala,2400.0,3.0,2.0,29000000.0,3,12083.333333333334
Super built-up  Area,18-Jul,Banashankari,2600.0,4.0,1.0,13500000.0,3,5192.307692307692
Super built-up  Area,Ready To Move,Sarakki Nagar,2500.0,4.0,2.0,32500000.0,3,13000.0
Built-up  Area,Ready To Move,Sanjay nagar,630.0,1.0,1.0,3500000.0,2,5555.555555555556
Super built-up  Area,Ready To Move,Hosa Road,1243.0,2.0,2.0,4850000.0,2,3901.850362027353
Built-up  Area,Ready To Move,Soundarya Layout,960.0,2.0,2.0,3200000.0,2,3333.3333333333335
Super built-up  Area,Ready To Move,"Banashankari 6th Stage ,Subramanyapura",1690.0,3.0,2.0,10000000.0,3,5917.15976331361
Built-up  Area,Ready To Move,Whitefield,735.0,2.0,1.0,3500000.0,2,4761.9047619047615
Super built-up  Area,Ready To Move,Banaswadi,1365.0,2.0,2.0,7300000.0,2,5347.985347985348
Super built-up  Area,Ready To Move,Rajaji Nagar,2849.0,5.0,0.0,30000000.0,5,10530.01053001053
Super built-up  Area,Ready To Move,Hebbal,1420.0,2.0,1.0,9939000.0,2,6999.295774647887
Super built-up  Area,Ready To Move,Somasundara Palya,1570.0,3.0,3.0,6800000.0,3,4331.210191082802
Super built-up  Area,Ready To Move,Bisuvanahalli,850.0,1.0,1.0,3200000.0,2,3764.705882352941
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1575.0,2.0,2.0,11000000.0,3,6984.126984126984
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,10400000.0,2,7334.273624823695
Super built-up  Area,Ready To Move,Uttarahalli,1050.0,2.0,1.0,4200000.0,2,4000.0
Super built-up  Area,Ready To Move,Hennur Road,1065.0,2.0,1.0,4260000.0,2,4000.0
Built-up  Area,Ready To Move,Ulsoor,1340.0,3.0,0.0,9000000.0,3,6716.417910447762
Super built-up  Area,Ready To Move,Yelahanka New Town,1610.0,3.0,2.0,9200000.0,3,5714.285714285715
Built-up  Area,18-Aug,Electronic City Phase II,1160.0,2.0,1.0,3350000.0,2,2887.9310344827586
Super built-up  Area,Ready To Move,Kudlu,1092.0,2.0,2.0,4400000.0,2,4029.3040293040294
Super built-up  Area,Ready To Move,Yelahanka,1455.0,3.0,1.0,6150000.0,3,4226.80412371134
Super built-up  Area,18-Jun,Abbigere,734.0,1.0,0.0,1982000.0,1,2700.272479564033
Built-up  Area,Ready To Move,Samethanahalli,799.0,2.0,1.0,3800000.0,2,4755.944931163955
Built-up  Area,Ready To Move,Whitefield,1896.0,3.0,1.0,7500000.0,3,3955.6962025316457
Super built-up  Area,Ready To Move,Ardendale,1100.0,2.0,1.0,4800000.0,2,4363.636363636364
Built-up  Area,Ready To Move,Bellandur,1350.0,2.0,1.0,7900000.0,2,5851.851851851852
Super built-up  Area,Ready To Move,Amarjyothi Colony,1355.0,3.0,1.0,6100000.0,3,4501.845018450184
Plot  Area,Ready To Move,Pattanagere,1350.0,2.0,0.0,9000000.0,2,6666.666666666667
Super built-up  Area,Ready To Move,Cunningham Road,3875.0,3.0,2.0,86400000.0,3,22296.774193548386
Super built-up  Area,Ready To Move,Kasavanhalli,1493.0,3.0,2.0,8200000.0,3,5492.297387809779
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1098.0,2.0,1.0,4391000.0,2,3999.089253187614
Super built-up  Area,Ready To Move,Banashankari,1900.0,2.0,1.0,17000000.0,3,8947.368421052632
Super built-up  Area,Ready To Move,Dollars Layout,1460.0,3.0,2.0,8800000.0,3,6027.397260273972
Super built-up  Area,Ready To Move,Frazer Town,2350.0,4.0,3.0,28500000.0,3,12127.659574468085
Plot  Area,Ready To Move,Horamavu Banaswadi,1600.0,5.0,3.0,14000000.0,5,8750.0
Super built-up  Area,Ready To Move,Varthur,1091.0,2.0,1.0,3200000.0,2,2933.0889092575617
Super built-up  Area,Ready To Move,Yelahanka,1180.0,2.0,3.0,4200000.0,2,3559.322033898305
Super built-up  Area,19-Dec,Kanakpura Road,1366.0,3.0,1.0,7684999.999999999,2,5625.915080527086
Super built-up  Area,Ready To Move,RMV Extension,1685.0,3.0,2.0,9500000.0,3,5637.982195845697
Built-up  Area,Ready To Move,Koramangala,1260.0,2.0,3.0,10000000.0,2,7936.507936507936
Plot  Area,Ready To Move,Whitefield,3010.0,3.0,2.0,20000000.0,3,6644.518272425249
Plot  Area,Ready To Move,Ramamurthy Nagar,1330.0,4.0,1.0,14000000.0,3,10526.315789473685
Plot  Area,Ready To Move,Mallasandra,1200.0,2.0,0.0,13000000.0,2,10833.333333333334
Super built-up  Area,18-Apr,Whitefield,1346.0,2.0,1.0,9617000.0,2,7144.873699851411
Super built-up  Area,18-Aug,Chandapura,630.0,1.0,0.0,1386000.0,1,2200.0
Super built-up  Area,19-May,Sarjapur  Road,1476.0,3.0,2.0,9894000.0,3,6703.252032520325
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850.0,3.0,2.0,14000000.0,3,7567.5675675675675
Plot  Area,Ready To Move,Frazer Town,2350.0,2.0,0.0,42300000.0,5,18000.0
Super built-up  Area,Ready To Move,Electronic City,755.0,1.0,1.0,3400000.0,2,4503.311258278146
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,800.0,5.0,2.0,9800000.0,5,12250.0
Super built-up  Area,Ready To Move,Parappana Agrahara,1194.0,2.0,2.0,4600000.0,2,3852.5963149078725
Super built-up  Area,18-Feb,Whitefield,3850.0,5.0,2.0,31600000.0,3,8207.792207792209
Super built-up  Area,18-Jul,Hebbal,4235.0,4.0,2.0,36500000.0,4,8618.654073199528
Plot  Area,18-Apr,Kurubarahalli,800.0,1.0,0.0,5200000.0,1,6500.0
Super built-up  Area,Ready To Move,Rachenahalli,2250.0,3.0,1.0,19500000.0,3,8666.666666666666
Super built-up  Area,Ready To Move,Vijayanagar,1352.0,2.0,2.0,6800000.0,2,5029.585798816568
Super built-up  Area,Ready To Move,Thanisandra,2002.0,3.0,2.0,11200000.0,3,5594.4055944055945
Plot  Area,Ready To Move,Bileshivale,4000.0,5.0,1.0,28000000.0,4,7000.0
Built-up  Area,Ready To Move,Kaval Byrasandra,1060.0,2.0,2.0,4500000.0,2,4245.2830188679245
Super built-up  Area,Ready To Move,Kanakpura Road,1419.59,2.0,1.0,5900000.0,3,4156.129586711656
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1196.0,2.0,2.0,5115000.0,2,4276.755852842809
Built-up  Area,18-Dec,Electronic City,1220.0,2.0,2.0,3524000.0,3,2888.5245901639346
Super built-up  Area,18-Apr,Electronics City Phase 1,1595.0,3.0,2.0,7500000.0,3,4702.194357366771
Super built-up  Area,Ready To Move,Banashankari,1260.0,2.0,3.0,7500000.0,2,5952.380952380952
Super built-up  Area,Ready To Move,Hebbal,1100.0,2.0,2.0,4700000.0,2,4272.727272727273
Super built-up  Area,Ready To Move,Frazer Town,1550.0,2.0,2.0,14000000.0,2,9032.258064516129
Super built-up  Area,Ready To Move,ISRO Layout,1180.0,2.0,3.0,5200000.0,2,4406.779661016949
Plot  Area,18-Dec,Electronic City,4000.0,5.0,1.0,15000000.0,4,3750.0
Built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,2.0,8500000.0,3,5114.320096269555
Plot  Area,Ready To Move,Akshaya Nagar,1080.0,4.0,1.0,7500000.0,4,6944.444444444444
Super built-up  Area,Ready To Move,Ambedkar Nagar,1862.0,3.0,2.0,11900000.0,3,6390.977443609023
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,2.0,4800000.0,2,3382.663847780127
Built-up  Area,14-Nov,Whitefield,1410.0,3.0,2.0,4371000.0,3,3100.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1560.0,2.0,2.0,6240000.0,3,4000.0
Plot  Area,Ready To Move,Chikkabettahalli,1100.0,4.0,3.0,15000000.0,5,13636.363636363636
Super built-up  Area,19-Nov,Thanisandra,1634.0,3.0,3.0,7800000.0,3,4773.561811505508
Plot  Area,Ready To Move,Ambedkar Nagar,5530.0,5.0,3.0,62700000.0,5,11338.155515370705
Built-up  Area,Ready To Move,Whitefield,1150.0,2.0,3.0,4400000.0,3,3826.086956521739
Super built-up  Area,18-May,Ashirvad Colony,1100.0,2.0,2.0,5300000.0,2,4818.181818181818
Super built-up  Area,19-Mar,Yelahanka,1616.0,3.0,1.0,6500000.0,3,4022.2772277227723
Super built-up  Area,17-Dec,Nagavarapalya,1392.0,2.0,1.0,9900000.0,2,7112.068965517241
Super built-up  Area,19-Dec,Jakkur,1798.0,3.0,1.0,12000000.0,3,6674.082313681869
Super built-up  Area,Ready To Move,Babusapalaya,1675.0,3.0,3.0,7500000.0,3,4477.611940298508
Plot  Area,Ready To Move,Bhuvaneswari Nagar,792.0,2.0,1.0,7000000.0,2,8838.38383838384
Super built-up  Area,Ready To Move,Varanasi,2000.0,4.0,1.0,10300000.0,5,5150.0
Built-up  Area,Ready To Move,Hongasandra,600.0,7.0,3.0,8900000.0,7,14833.333333333334
Super built-up  Area,19-Jun,Hebbal,1700.0,3.0,2.0,12400000.0,3,7294.117647058823
Super built-up  Area,Ready To Move,Hulimavu,1248.0,2.0,1.0,6900000.0,2,5528.846153846154
Built-up  Area,Ready To Move,Kalkere,1147.0,2.0,1.0,5400000.0,2,4707.933740191805
Super built-up  Area,Ready To Move,Sultan Palaya,1100.0,2.0,2.0,4000000.0,2,3636.3636363636365
Super built-up  Area,Ready To Move,Vijayanagar,1527.0,3.0,2.0,11500000.0,3,7531.106745252128
Plot  Area,Ready To Move,Shantiniketan Layout,2400.0,5.0,2.0,23500000.0,5,9791.666666666666
Super built-up  Area,21-Dec,Kanakpura Road,525.0,1.0,1.0,2500000.0,1,4761.9047619047615
Super built-up  Area,Ready To Move,Kaggadasapura,1100.0,2.0,3.0,5800000.0,2,5272.727272727273
Super built-up  Area,17-Dec,Seegehalli,1118.0,2.0,2.0,3750000.0,2,3354.2039355992843
Super built-up  Area,20-Dec,Kanakapura,1476.0,3.0,1.0,7500000.0,3,5081.30081300813
Built-up  Area,Ready To Move,Gopal Reddy Layout,2100.0,3.0,1.0,7500000.0,3,3571.4285714285716
Super built-up  Area,18-Apr,Roopena Agrahara,1215.0,2.0,2.0,4650000.0,3,3827.1604938271603
Super built-up  Area,Ready To Move,Ambalipura,1332.0,2.0,1.0,7900000.0,2,5930.930930930931
Super built-up  Area,Ready To Move,Hennur Road,1350.0,2.0,3.0,4900000.0,2,3629.6296296296296
Plot  Area,Ready To Move,Kothannur,600.0,4.0,1.0,8100000.0,4,13500.0
Super built-up  Area,Ready To Move,NGR Layout,1105.0,2.0,2.0,4973000.0,2,4500.4524886877825
Plot  Area,Ready To Move,Padmanabhanagar,1500.0,2.0,1.0,20000000.0,3,13333.333333333334
Super built-up  Area,Ready To Move,Kasavanhalli,1200.0,2.0,2.0,5000000.0,2,4166.666666666667
Super built-up  Area,18-Jun,Ramagondanahalli,1251.0,2.0,1.0,4740000.0,2,3788.968824940048
Super built-up  Area,Ready To Move,Pai Layout,1400.0,2.0,3.0,6700000.0,3,4785.714285714285
Super built-up  Area,Ready To Move,Rajaji Nagar,1800.0,3.0,3.0,26000000.0,3,14444.444444444445
Super built-up  Area,Ready To Move,Hegde Nagar,1703.0,3.0,2.0,11300000.0,3,6635.3493834409865
Super built-up  Area,Ready To Move,NRI Layout,2500.0,5.0,3.0,13000000.0,5,5200.0
Super built-up  Area,Ready To Move,Varthur,1250.0,3.0,2.0,7100000.0,3,5680.0
Super built-up  Area,Ready To Move,Jigani,933.0,2.0,2.0,4300000.0,2,4608.788853161844
Plot  Area,Ready To Move,sankeswari,461.82,1.0,1.0,3170000.0,1,6864.146204148803
Super built-up  Area,Ready To Move,Brookefield,1262.0,2.0,1.0,7500000.0,2,5942.947702060222
Super built-up  Area,Ready To Move,Yelahanka,915.0,2.0,2.0,4800000.0,2,5245.901639344263
Super built-up  Area,Ready To Move,Panathur,1370.0,2.0,2.0,6150000.0,3,4489.051094890511
Super built-up  Area,Ready To Move,Malleshpalya,1210.0,2.0,3.0,5500000.0,2,4545.454545454545
Super built-up  Area,Ready To Move,Kodihalli,2392.0,4.0,2.0,26000000.0,3,10869.565217391304
Plot  Area,18-Feb,T c palya,1500.0,2.0,0.0,8500000.0,3,5666.666666666667
Super built-up  Area,Ready To Move,Govindraja Nagar,1065.0,2.0,3.0,5000000.0,2,4694.835680751174
Super built-up  Area,Ready To Move,Rajaji Nagar,3100.0,4.0,2.0,57000000.0,4,18387.09677419355
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1515.0,3.0,3.0,6500000.0,3,4290.42904290429
Plot  Area,19-Dec,Sarjapura - Attibele Road,1800.0,4.0,2.0,11000000.0,4,6111.111111111111
Super built-up  Area,Ready To Move,Thanisandra,1445.0,2.0,3.0,4031000.0,3,2789.61937716263
Super built-up  Area,Ready To Move,Uttarahalli,1300.0,2.0,1.0,5500000.0,3,4230.7692307692305
Built-up  Area,Ready To Move,Vijayanagar,989.0,2.0,0.0,6000000.0,2,6066.734074823054
Super built-up  Area,Ready To Move,Jakkur,1300.0,2.0,1.0,8500000.0,2,6538.461538461538
Super built-up  Area,18-Jul,Chandapura,1185.0,2.0,2.0,3022000.0,3,2550.2109704641352
Plot  Area,Ready To Move,Battarahalli,1350.0,3.0,1.0,11000000.0,5,8148.148148148148
Super built-up  Area,Ready To Move,Marathahalli,1045.0,2.0,3.0,6000000.0,2,5741.626794258374
Super built-up  Area,18-Feb,Virat Nagar,1205.0,2.0,2.0,4218000.0,2,3500.414937759336
Super built-up  Area,Ready To Move,Chennammanakere Achukattu,1260.0,2.0,1.0,7500000.0,2,5952.380952380952
Plot  Area,Ready To Move,Devanahalli Road,1320.0,5.0,2.0,19900000.0,5,15075.757575757576
Super built-up  Area,Ready To Move,Ulsoor,1500.0,2.0,2.0,12500000.0,3,8333.333333333334
Super built-up  Area,18-May,Bommanahalli,1250.0,2.0,2.0,4250000.0,3,3400.0
Built-up  Area,18-Jul,"Maragondana Halli, kr puram, old madras road",1199.0,2.0,2.0,5000000.0,2,4170.141784820684
Super built-up  Area,Ready To Move,Hennur Road,1385.0,2.0,1.0,8309000.0,2,5999.27797833935
